Continent,Country,State,City
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,New York,"Manhattan, New York"
,,,
North America,United States,New York,"Manhattan, New York"
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Michoac谩n,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,possibly Veracruz,missing
,,,
North America,Mexico,possibly Veracruz,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
Europe,France,missing,Paris
,,,
Europe,France,missing,Paris
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,Mexico,Oaxaca,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,missing,missing,missing
,,,
North America,missing,missing,missing
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Philadelphia,Pennsylvania
,,,
North America,United States,Philadelphia,Pennsylvania
,,,
North America,Mexico,Guerrero,missing
,,,
North America,Mexico,Guerrero,missing
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Maryland,Baltimore
,,,
North America,United States,Maryland,Baltimore
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,Pennsylvania,Philadelphia
,,,
North America,United States,New Jersey,Trenton
,,,
North America,United States,New Jersey,Trenton
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Illinois,Cicero
,,,
North America,United States,Illinois,Cicero
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,Campeche,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,Campeche,missing
,,,
North America,Mexico,"Mexico, D.F.",near Metepec
,,,
North America,Mexico,"Mexico, D.F.",near Metepec
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,United States,Rhode Island,Providence
,,,
North America,United States,Rhode Island,Providence
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Michoacan,missing
,,,
North America,Mexico,Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato or Michoacan,missing
,,,
North America,Mexico,Guanajuato,missing
,,,
North America,Mexico,Guanajuato,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,missing,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Veracruz,missing
,,,
North America,Mexico,Jalisco,missing
